name,slug,category,brand,price,original_price,stock_quantity,description,main_image,images,features,is_featured,product_url,specifications,manufacturer
Bulldozer Max Advanced 185,bulldozer-max-advanced-185,Construction Equipment,SteelWorks,42824.94,50829.1,8,Professional-grade Bulldozer Max Advanced 185 designed for demanding construction equipment applications.,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,"https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,https://images.pexels.com/photos/28663727/pexels-photo-28663727.jpeg,https://images.pexels.com/photos/27986721/pexels-photo-27986721.jpeg,https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg","Industry Certified, 1 Year Warranty, ROPS/FOPS Available, Fuel Efficient",0,,DigiBuild | Industrial Grade | Performance Certified,TerraMaster
Wheel Loader Pro 656,wheel-loader-pro-656,Mining and Quarry Equipment,MineTech,87345.54,106399.61,17,Professional-grade Wheel Loader Pro 656 designed for demanding mining and quarry equipment applications.,https://images.pexels.com/photos/6890368/pexels-photo-6890368.jpeg,"https://images.pexels.com/photos/6890368/pexels-photo-6890368.jpeg,https://images.pexels.com/photos/17320062/pexels-photo-17320062.jpeg,https://images.pexels.com/photos/13181434/pexels-photo-13181434.jpeg,https://images.pexels.com/photos/32618286/pexels-photo-32618286.jpeg","1 Year Warranty, Technical Support, Mining Certified, Heavy Duty Construction",0,,MineTech | Industrial Grade | Performance Certified,RockBreaker
CT Scanner Advanced 882,ct-scanner-advanced-882,Medical Equipment,BioMedix,40805.22,51469.28,8,CT Scanner Advanced 882 - A trusted solution for medical equipment tasks with reliable performance.,https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,"https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg","Sterilization Ready, Clinical Grade, Hygienic Design, Technical Support",1,,ProHealth | Industrial Grade | Performance Certified,MediCore
BOP Stack Max 854,bop-stack-max-854,Oil And Gas Exploration Equipment,FuelTech,241719.56,278234.08,12,Professional-grade BOP Stack Max 854 designed for demanding oil and gas exploration equipment applications.,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,"https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg","Technical Support, Heavy Duty Construction, ATEX Certified, Industry Certified",0,,OilMax | Industrial Grade | Performance Certified,OilMax
Concrete Mixer Advanced 475,concrete-mixer-advanced-475,Construction Equipment,ConstructPro,84021.82,100076.08,16,Concrete Mixer Advanced 475 - A trusted solution for construction equipment tasks with reliable performance.,https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,"https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,https://images.pexels.com/photos/13931828/pexels-photo-13931828.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg","Heavy Duty Construction, Industry Certified, 1 Year Warranty, ROPS/FOPS Available",0,,ConstructPro | Industrial Grade | Performance Certified,BuildForce
Conveyor System Advanced 936,conveyor-system-advanced-936,Mining and Quarry Equipment,RockBreaker,236753.37,277077.04,19,Conveyor System Advanced 936 - A trusted solution for mining and quarry equipment tasks with reliable performance.,https://images.pexels.com/photos/16567021/pexels-photo-16567021.jpeg,"https://images.pexels.com/photos/16567021/pexels-photo-16567021.jpeg,https://images.pexels.com/photos/32618286/pexels-photo-32618286.jpeg,https://images.pexels.com/photos/17320062/pexels-photo-17320062.jpeg,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg","Dust Protected, Industry Certified, 1 Year Warranty, Mining Certified",0,,OreMax | Industrial Grade | Performance Certified,OreMax
Diagnostic Scanner Max 212,diagnostic-scanner-max-212,Medical Equipment,BioMedix,31097.03,38807.07,12,Diagnostic Scanner Max 212 - A trusted solution for medical equipment tasks with reliable performance.,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,"https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/6809646/pexels-photo-6809646.jpeg,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/6627727/pexels-photo-6627727.jpeg","1 Year Warranty, Industry Certified, Technical Support, Sterilization Ready",0,,ProHealth | Industrial Grade | Performance Certified,BioMedix
Separator Unit Max 332,separator-unit-max-332,Oil And Gas Exploration Equipment,GasPro,433456.67,553736.0,13,High-quality Separator Unit Max 332 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,"https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470002/pexels-photo-29470002.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg","Heavy Duty Construction, Industry Certified, 1 Year Warranty, High Pressure Rated",0,,OilMax | Industrial Grade | Performance Certified,OilMax
Excavator Industrial 500,excavator-industrial-500,Construction Equipment,ConstructPro,62404.68,78165.36,15,High-quality Excavator Industrial 500 meeting industry standards for construction equipment operations.,https://images.pexels.com/photos/27986721/pexels-photo-27986721.jpeg,"https://images.pexels.com/photos/27986721/pexels-photo-27986721.jpeg,https://images.pexels.com/photos/28512236/pexels-photo-28512236.jpeg,https://images.pexels.com/photos/28663727/pexels-photo-28663727.jpeg,https://images.pexels.com/photos/30751525/pexels-photo-30751525.jpeg","Heavy Duty Construction, Fuel Efficient, 1 Year Warranty, CE Certified",0,,ConstructPro | Industrial Grade | Performance Certified,ConstructPro
Drilling Rig Elite 819,drilling-rig-elite-819,Mining and Quarry Equipment,QuarryPro,287788.31,359250.27,15,Drilling Rig Elite 819 - A trusted solution for mining and quarry equipment tasks with reliable performance.,https://images.pexels.com/photos/6364578/pexels-photo-6364578.jpeg,"https://images.pexels.com/photos/6364578/pexels-photo-6364578.jpeg,https://images.pexels.com/photos/33192/paddle-wheel-bucket-wheel-excavators-brown-coal-open-pit-mining.jpg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg,https://images.pexels.com/photos/13181434/pexels-photo-13181434.jpeg","1 Year Warranty, Dust Protected, Mining Certified, Industry Certified",0,,MineTech | Industrial Grade | Performance Certified,RockBreaker
Defibrillator Pro 188,defibrillator-pro-188,Medical Equipment,MediCore,19955.54,24886.07,14,This Defibrillator Pro 188 delivers exceptional performance in medical equipment environments.,https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,"https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,https://images.pexels.com/photos/4586856/pexels-photo-4586856.jpeg,https://images.pexels.com/photos/6809646/pexels-photo-6809646.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg","Heavy Duty Construction, 1 Year Warranty, Clinical Grade, Sterilization Ready",1,,Clinica | Industrial Grade | Performance Certified,Clinica
Separator Unit Advanced 628,separator-unit-advanced-628,Oil And Gas Exploration Equipment,DrillMaster,195703.04,219173.0,18,High-quality Separator Unit Advanced 628 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,"https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470002/pexels-photo-29470002.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg","Heavy Duty Construction, Industry Certified, ATEX Certified, 1 Year Warranty",0,,OilMax | Industrial Grade | Performance Certified,OilMax
Crane Lift Pro Max 491,crane-lift-pro-max-491,Construction Equipment,DigiBuild,120541.38,140937.7,14,This Crane Lift Pro Max 491 delivers exceptional performance in construction equipment environments.,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,"https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg","1 Year Warranty, Industry Certified, ROPS/FOPS Available, Heavy Duty Construction",0,,TerraMaster | Industrial Grade | Performance Certified,ConstructPro
Blasting Equipment Advanced 996,blasting-equipment-advanced-996,Mining and Quarry Equipment,OreMax,492880.28,549767.93,7,This Blasting Equipment Advanced 996 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg,"https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,https://images.pexels.com/photos/4946886/pexels-photo-4946886.jpeg","Dust Protected, Mining Certified, Technical Support, High Torque",0,,DeepDigger | Industrial Grade | Performance Certified,RockBreaker
